match_id,innings,bowler,runs_conceded,wickets_taken,dots_bowled,fours_conceded,sixes_conceded,bowling_team,opposition_team,overs_bowled,economy_rate
202501,1,Hazlewood,23,2,15,3,1,RCB,KKR,4.0,5.75
202501,1,Krunal Pandya,29,3,8,2,1,RCB,KKR,4.0,7.25
202501,1,Livingstone,14,0,2,1,0,RCB,KKR,2.0,7.0
202501,1,Rasikh Salam,36,1,8,3,3,RCB,KKR,3.0,12.0
202501,1,Suyash Sharma,47,1,8,6,2,RCB,KKR,4.0,11.75
202501,1,Yash Dayal,25,1,7,3,1,RCB,KKR,3.0,8.333333333333334
202501,2,Harshit Rana,32,0,4,5,0,KKR,RCB,3.0,10.666666666666666
202501,2,Narine,28,1,4,1,1,KKR,RCB,4.0,7.0
202501,2,Spencer Johnson,32,0,6,3,3,KKR,RCB,2.2,13.714285714285714
202501,2,Vaibhav Arora,42,1,4,7,1,KKR,RCB,3.0,14.0
202501,2,Varun Chakaravarthy,43,1,7,5,2,KKR,RCB,4.0,10.75
202502,1,Fazalhaq Farooqi,49,0,3,6,3,RR,SRH,3.0,16.333333333333332
202502,1,Jofra Archer,80,0,1,10,4,RR,SRH,4.0,20.0
202502,1,Nitish Rana,9,0,0,1,0,RR,SRH,1.0,9.0
202502,1,Sandeep Sharma,51,1,5,4,3,RR,SRH,4.0,12.75
202502,1,Theekshana,52,2,8,8,1,RR,SRH,4.0,13.0
202502,1,Tushar Deshpande,44,3,7,5,1,RR,SRH,4.0,11.0
202502,2,Abhishek Sharma,17,0,6,2,1,SRH,RR,2.0,8.5
202502,2,Cummins,60,0,4,3,5,SRH,RR,4.0,15.0
202502,2,Harshal Patel,34,2,7,0,3,SRH,RR,4.0,8.5
202502,2,Shami,33,1,8,5,1,SRH,RR,3.0,11.0
202502,2,Simarjeet Singh,50,2,7,5,4,SRH,RR,3.0,16.666666666666668
202502,2,Zampa,48,1,7,3,4,SRH,RR,4.0,12.0
202503,1,Ashwin,31,1,6,4,0,CSK,MI,4.0,7.75
202503,1,Jadeja,21,0,8,0,2,CSK,MI,3.0,7.0
202503,1,Khaleel Ahmed,29,3,15,3,2,CSK,MI,4.0,7.25
202503,1,Nathan Ellis,39,1,5,3,1,CSK,MI,4.0,9.75
202503,1,Noor Ahmad,22,4,11,1,0,CSK,MI,4.0,5.5
202503,1,Sam Curran,13,0,2,3,0,CSK,MI,1.0,13.0
202503,2,Boult,27,0,4,3,0,MI,CSK,3.0,9.0
202503,2,Chahar,18,1,5,2,1,MI,CSK,2.0,9.0
202503,2,Naman Dhir,12,1,7,0,0,MI,CSK,3.0,4.0
202503,2,Santner,24,0,5,2,2,MI,CSK,2.1,11.076923076923078
202503,2,Satyanarayana Raju,13,0,0,2,0,MI,CSK,1.0,13.0
202503,2,Vignesh Puthur,32,3,9,0,3,MI,CSK,4.0,8.0
202503,2,Will Jacks,32,1,7,0,2,MI,CSK,4.0,8.0
202504,1,Axar,18,0,7,2,0,DC,LSG,3.0,6.0
202504,1,Kuldeep Yadav,21,3,14,2,1,DC,LSG,4.0,5.25
202504,1,Mitchell Starc,42,3,9,4,3,DC,LSG,4.0,10.5
202504,1,Mohit Sharma,43,0,6,2,2,DC,LSG,4.0,10.75
202504,1,Mukesh Kumar,22,1,4,1,2,DC,LSG,2.0,11.0
202504,1,Stubbs,28,0,1,1,4,DC,LSG,1.0,28.0
202504,1,Vipraj Nigam,35,1,3,2,4,DC,LSG,2.0,17.5
202504,2,Digvesh Rathi,31,2,10,4,0,LSG,DC,4.0,7.75
202504,2,M Siddharth,39,2,9,3,3,LSG,DC,4.0,9.75
202504,2,Prince Yadav,47,1,5,5,2,LSG,DC,4.0,11.75
202504,2,Ravi Bishnoi,53,2,8,4,5,LSG,DC,4.0,13.25
202504,2,Shahbaz Ahmed,22,0,1,1,2,LSG,DC,1.3,14.666666666666666
202504,2,Thakur,19,2,5,2,1,LSG,DC,2.0,9.5
202505,1,Arshad Khan,21,0,1,3,1,GT,PBKS,1.0,21.0
202505,1,Prasidh,41,0,6,4,3,GT,PBKS,3.0,13.666666666666666
202505,1,Rabada,41,1,7,5,1,GT,PBKS,4.0,10.25
202505,1,Rashid Khan,49,1,7,2,5,GT,PBKS,4.0,12.25
202505,1,Sai Kishore,30,3,12,1,3,GT,PBKS,4.0,7.5
202505,1,Siraj,60,0,7,8,3,GT,PBKS,4.0,15.0
202505,2,Arshdeep Singh,36,3,11,2,3,PBKS,GT,4.0,9.0
202505,2,Azmatullah,29,0,3,1,3,PBKS,GT,2.0,14.5
202505,2,Chahal,35,0,3,3,2,PBKS,GT,3.0,11.666666666666666
202505,2,Marco Jansen,46,1,4,4,2,PBKS,GT,4.0,11.5
202505,2,Maxwell,27,1,2,1,2,PBKS,GT,2.0,13.5
202505,2,Stoinis,31,0,3,2,3,PBKS,GT,2.0,15.5
202505,2,Vijaykumar Vyshak,27,0,7,2,1,PBKS,GT,3.0,9.0
202506,1,Harshit Rana,36,2,11,4,2,KKR,RR,4.0,9.0
202506,1,Moeen Ali,23,2,5,1,0,KKR,RR,4.0,5.75
202506,1,Spencer Johnson,41,1,9,4,2,KKR,RR,4.0,10.25
202506,1,Vaibhav Arora,33,2,9,2,2,KKR,RR,4.0,8.25
202506,1,Varun Chakaravarthy,17,2,13,0,1,KKR,RR,4.0,4.25
202506,2,Hasaranga,34,1,2,4,1,RR,KKR,3.0,11.333333333333334
202506,2,Jofra Archer,32,0,7,2,3,RR,KKR,2.3,12.8
202506,2,Nitish Rana,9,0,0,1,0,RR,KKR,1.0,9.0
202506,2,Riyan Parag,26,1,6,1,1,RR,KKR,4.0,6.5
202506,2,Sandeep Sharma,11,0,4,1,0,RR,KKR,2.0,5.5
202506,2,Theekshana,33,0,10,1,2,RR,KKR,4.0,8.25
202506,2,Tushar Deshpande,7,0,2,1,0,RR,KKR,1.0,7.0
202507,1,Avesh Khan,45,1,5,3,3,LSG,SRH,4.0,11.25
202507,1,Digvesh Rathi,40,1,8,1,3,LSG,SRH,4.0,10.0
202507,1,Prince Yadav,28,2,7,2,0,LSG,SRH,4.0,7.0
202507,1,Ravi Bishnoi,42,1,8,1,4,LSG,SRH,4.0,10.5
202507,1,Thakur,33,4,11,3,2,LSG,SRH,4.0,8.25
202507,2,Abhishek Sharma,20,0,5,1,2,SRH,LSG,2.0,10.0
202507,2,Cummins,29,2,9,5,0,SRH,LSG,3.0,9.666666666666666
202507,2,Harshal Patel,27,1,2,3,1,SRH,LSG,2.0,13.5
202507,2,Ishan Kishan,4,0,0,1,0,SRH,LSG,0.1,24.0
202507,2,Shami,38,1,4,3,2,SRH,LSG,3.0,12.666666666666666
202507,2,Simarjeet Singh,28,0,5,2,3,SRH,LSG,2.0,14.0
202507,2,Zampa,46,1,3,3,3,SRH,LSG,4.0,11.5
202508,1,Ashwin,22,1,3,2,1,CSK,RCB,2.0,11.0
202508,1,Jadeja,37,0,5,4,2,CSK,RCB,3.0,12.333333333333334
202508,1,Khaleel Ahmed,29,1,12,5,0,CSK,RCB,4.0,7.25
202508,1,Noor Ahmad,36,3,7,1,3,CSK,RCB,4.0,9.0
202508,1,Pathirana,37,2,9,3,2,CSK,RCB,4.0,9.25
202508,1,Sam Curran,35,0,7,0,4,CSK,RCB,3.0,11.666666666666666
202508,2,Bhuvneshwar,20,1,9,3,0,RCB,CSK,3.0,6.666666666666667
202508,2,Hazlewood,21,3,15,4,0,RCB,CSK,4.0,5.25
202508,2,Krunal Pandya,26,0,4,2,2,RCB,CSK,2.0,13.0
202508,2,Livingstone,28,2,5,2,0,RCB,CSK,4.0,7.0
202508,2,Suyash Sharma,33,0,9,2,2,RCB,CSK,4.0,8.25
202508,2,Yash Dayal,18,2,6,2,0,RCB,CSK,3.0,6.0
202509,1,Boult,34,1,6,3,1,MI,GT,4.0,8.5
202509,1,Chahar,39,2,9,2,2,MI,GT,4.0,9.75
202509,1,Hardik Pandya,28,2,8,1,1,MI,GT,4.0,7.0
202509,1,Mujeeb,28,1,4,3,1,MI,GT,2.0,14.0
202509,1,Santner,25,0,5,2,1,MI,GT,3.0,8.333333333333334
202509,1,Satyanarayana Raju,41,2,3,2,3,MI,GT,3.0,13.666666666666666
202509,2,Ishant,17,0,5,1,1,GT,MI,2.0,8.5
202509,2,Prasidh,18,2,14,2,0,GT,MI,4.0,4.5
202509,2,Rabada,42,1,6,4,2,GT,MI,4.0,10.5
202509,2,Rashid Khan,10,0,4,0,0,GT,MI,2.0,5.0
202509,2,Sai Kishore,37,1,6,2,2,GT,MI,4.0,9.25
202509,2,Siraj,36,2,10,3,2,GT,MI,4.0,9.0
202510,1,Axar,43,0,7,2,4,DC,SRH,4.0,10.75
202510,1,Kuldeep Yadav,22,3,13,0,2,DC,SRH,4.0,5.5
202510,1,Mitchell Starc,35,6,12,4,1,DC,SRH,3.4,9.545454545454545
202510,1,Mohit Sharma,25,1,4,3,0,DC,SRH,3.0,8.333333333333334
202510,1,Mukesh Kumar,17,0,3,2,0,DC,SRH,2.0,8.5
202510,1,Vipraj Nigam,21,0,2,1,1,DC,SRH,2.0,10.5
202510,2,Abhishek Sharma,27,0,4,1,2,SRH,DC,3.0,9.0
202510,2,Cummins,27,0,2,3,1,SRH,DC,2.0,13.5
202510,2,Harshal Patel,19,0,6,1,0,SRH,DC,3.0,6.333333333333333
202510,2,Mulder,16,0,1,2,1,SRH,DC,1.0,16.0
202510,2,Shami,35,0,6,4,2,SRH,DC,3.0,11.666666666666666
202510,2,Zeeshan Ansari,42,3,5,4,2,SRH,DC,4.0,10.5
202511,1,Ashwin,46,1,6,4,3,CSK,RR,4.0,11.5
202511,1,Jadeja,10,1,3,0,0,CSK,RR,2.0,5.0
202511,1,Jamie Overton,30,0,2,3,2,CSK,RR,2.0,15.0
202511,1,Khaleel Ahmed,39,3,11,5,2,CSK,RR,4.0,9.75
202511,1,Noor Ahmad,28,2,9,2,1,CSK,RR,4.0,7.0
202511,1,Pathirana,29,2,10,1,1,CSK,RR,4.0,7.25
202511,2,Hasaranga,36,4,11,1,4,RR,CSK,4.0,9.0
202511,2,Jofra Archer,13,1,13,1,1,RR,CSK,3.0,4.333333333333333
202511,2,Kartikeya,10,0,2,2,0,RR,CSK,1.0,10.0
202511,2,Sandeep Sharma,42,1,2,4,1,RR,CSK,4.0,10.5
202511,2,Theekshana,30,0,4,2,0,RR,CSK,4.0,7.5
202511,2,Tushar Deshpande,45,0,8,4,2,RR,CSK,4.0,11.25
202512,1,Ashwani Kumar,25,4,9,3,1,MI,KKR,3.0,8.333333333333334
202512,1,Boult,23,1,14,0,2,MI,KKR,4.0,5.75
202512,1,Chahar,19,2,6,4,0,MI,KKR,2.0,9.5
202512,1,Hardik Pandya,10,1,6,1,0,MI,KKR,2.0,5.0
202512,1,Santner,18,1,11,0,1,MI,KKR,3.2,5.3999999999999995
202512,1,Vignesh Puthur,21,1,4,1,2,MI,KKR,2.0,10.5
202512,2,Harshit Rana,28,0,5,2,2,KKR,MI,2.0,14.0
202512,2,Narine,32,0,5,1,3,KKR,MI,3.0,10.666666666666666
202512,2,Russell,35,2,4,2,3,KKR,MI,2.5,12.352941176470587
202512,2,Spencer Johnson,14,0,7,1,1,KKR,MI,2.0,7.0
202512,2,Varun Chakaravarthy,12,0,9,1,0,KKR,MI,3.0,4.0
202513,1,Arshdeep Singh,43,3,8,6,1,PBKS,LSG,4.0,10.75
202513,1,Chahal,36,1,8,3,2,PBKS,LSG,4.0,9.0
202513,1,Ferguson,27,1,6,1,2,PBKS,LSG,3.0,9.0
202513,1,Marco Jansen,28,1,9,0,2,PBKS,LSG,4.0,7.0
202513,1,Maxwell,22,1,8,4,0,PBKS,LSG,3.0,7.333333333333333
202513,1,Stoinis,15,0,5,1,1,PBKS,LSG,2.0,7.5
202513,2,Abdul Samad,6,0,1,0,1,LSG,PBKS,0.2,18.0
202513,2,Avesh Khan,30,0,5,2,2,LSG,PBKS,3.0,10.0
202513,2,Digvesh Rathi,30,2,10,5,0,LSG,PBKS,4.0,7.5
202513,2,M Siddharth,29,0,2,2,1,LSG,PBKS,3.0,9.666666666666666
202513,2,Ravi Bishnoi,43,0,6,5,3,LSG,PBKS,3.0,14.333333333333334
202513,2,Thakur,39,0,6,2,4,LSG,PBKS,3.0,13.0
202514,1,Arshad Khan,18,1,5,3,0,GT,RCB,2.0,9.0
202514,1,Ishant,27,1,4,4,1,GT,RCB,2.0,13.5
202514,1,Prasidh,27,1,12,3,1,GT,RCB,4.0,6.75
202514,1,Rashid Khan,54,0,6,3,5,GT,RCB,4.0,13.5
202514,1,Sai Kishore,22,2,11,1,1,GT,RCB,4.0,5.5
202514,1,Siraj,21,3,12,1,1,GT,RCB,4.0,5.25
202514,2,Bhuvneshwar,25,1,10,0,2,RCB,GT,4.0,6.25
202514,2,Hazlewood,43,1,10,3,4,RCB,GT,3.5,11.217391304347826
202514,2,Krunal Pandya,35,0,2,3,2,RCB,GT,3.0,11.666666666666666
202514,2,Livingstone,12,0,2,1,1,RCB,GT,1.0,12.0
202514,2,Rasikh Salam,35,0,5,4,2,RCB,GT,3.0,11.666666666666666
202514,2,Yash Dayal,20,0,7,3,0,RCB,GT,3.0,6.666666666666667
202515,1,Cummins,46,1,9,3,4,SRH,KKR,4.0,11.5
202515,1,Harshal Patel,43,2,6,6,1,SRH,KKR,4.0,10.75
202515,1,Kamindu Mendis,4,1,2,0,0,SRH,KKR,1.0,4.0
202515,1,Shami,34,1,9,4,1,SRH,KKR,4.0,8.5
202515,1,Simarjeet Singh,48,0,6,3,4,SRH,KKR,4.0,12.0
202515,1,Zeeshan Ansari,25,1,6,2,1,SRH,KKR,3.0,8.333333333333334
202515,2,Harshit Rana,15,1,9,1,0,KKR,SRH,3.0,5.0
202515,2,Narine,33,1,7,1,2,KKR,SRH,4.0,8.25
202515,2,Russell,21,2,3,1,2,KKR,SRH,1.4,12.600000000000001
202515,2,Vaibhav Arora,29,3,12,4,1,KKR,SRH,4.0,7.25
202515,2,Varun Chakaravarthy,22,3,11,2,0,KKR,SRH,4.0,5.5
202516,1,Ashwani Kumar,39,1,5,4,2,MI,LSG,3.0,13.0
202516,1,Boult,28,1,8,4,1,MI,LSG,3.0,9.333333333333334
202516,1,Chahar,23,0,2,3,0,MI,LSG,2.0,11.5
202516,1,Hardik Pandya,36,5,10,2,2,MI,LSG,4.0,9.0
202516,1,Santner,46,0,5,7,1,MI,LSG,4.0,11.5
202516,1,Vignesh Puthur,31,1,8,1,2,MI,LSG,4.0,7.75
202516,2,Akash Deep,46,1,7,5,2,LSG,MI,4.0,11.5
202516,2,Avesh Khan,40,1,8,4,2,LSG,MI,4.0,10.0
202516,2,Digvesh Rathi,25,1,7,2,0,LSG,MI,4.0,6.25
202516,2,Ravi Bishnoi,40,0,4,6,0,LSG,MI,4.0,10.0
202516,2,Thakur,40,2,3,3,1,LSG,MI,4.0,10.0
202517,1,Ashwin,21,0,4,2,0,CSK,DC,3.0,7.0
202517,1,Jadeja,19,1,4,0,2,CSK,DC,2.0,9.5
202517,1,Khaleel Ahmed,25,2,9,1,1,CSK,DC,4.0,6.25
202517,1,Mukesh Choudhary,50,0,6,7,2,CSK,DC,4.0,12.5
202517,1,Noor Ahmad,36,1,2,3,2,CSK,DC,3.0,12.0
202517,1,Pathirana,32,2,4,2,0,CSK,DC,4.0,8.0
202517,2,Axar,5,0,1,0,0,DC,CSK,1.0,5.0
202517,2,Kuldeep Yadav,30,1,4,2,0,DC,CSK,4.0,7.5
202517,2,Mitchell Starc,31,1,11,3,0,DC,CSK,4.0,7.75
202517,2,Mohit Sharma,27,0,3,2,0,DC,CSK,3.0,9.0
202517,2,Mukesh Kumar,38,1,3,1,2,DC,CSK,4.0,9.5
202517,2,Vipraj Nigam,27,2,9,2,1,DC,CSK,4.0,6.75
202518,1,Arshdeep Singh,35,1,10,5,0,PBKS,RR,4.0,8.75
202518,1,Chahal,32,0,2,2,1,PBKS,RR,3.0,10.666666666666666
202518,1,Ferguson,37,2,10,3,2,PBKS,RR,4.0,9.25
202518,1,Marco Jansen,46,1,6,2,4,PBKS,RR,4.0,11.5
202518,1,Maxwell,6,0,3,1,0,PBKS,RR,1.0,6.0
202518,1,Stoinis,49,0,3,4,3,PBKS,RR,4.0,12.25
202518,2,Hasaranga,37,1,3,1,2,RR,PBKS,4.0,9.25
202518,2,Jofra Archer,30,3,12,5,0,RR,PBKS,4.0,7.5
202518,2,Kartikeya,21,1,4,1,2,RR,PBKS,2.0,10.5
202518,2,Sandeep Sharma,21,2,8,1,0,RR,PBKS,4.0,5.25
202518,2,Theekshana,26,2,9,2,0,RR,PBKS,4.0,6.5
202518,2,Yudhvir Singh,18,0,5,3,0,RR,PBKS,2.0,9.0
202519,1,Ishant,53,0,5,9,1,GT,SRH,4.0,13.25
202519,1,Prasidh,26,2,8,2,0,GT,SRH,4.0,6.5
202519,1,Rashid Khan,31,0,9,3,1,GT,SRH,4.0,7.75
202519,1,Sai Kishore,25,2,6,2,0,GT,SRH,4.0,6.25
202519,1,Siraj,17,4,17,3,0,GT,SRH,4.0,4.25
202519,2,Abhishek Sharma,18,0,1,4,0,SRH,GT,1.0,18.0
202519,2,Cummins,26,1,8,2,1,SRH,GT,3.4,7.090909090909091
202519,2,Kamindu Mendis,12,0,1,2,0,SRH,GT,1.0,12.0
202519,2,Shami,28,2,10,4,0,SRH,GT,4.0,7.0
202519,2,Simarjeet Singh,20,0,2,2,2,SRH,GT,1.0,20.0
202519,2,Unadkat,16,0,2,2,0,SRH,GT,2.0,8.0
202519,2,Zeeshan Ansari,33,0,4,4,0,SRH,GT,4.0,8.25
202520,1,Boult,57,2,8,6,4,MI,RCB,4.0,14.25
202520,1,Bumrah,29,0,5,0,2,MI,RCB,4.0,7.25
202520,1,Chahar,29,0,2,2,2,MI,RCB,2.0,14.5
202520,1,Hardik Pandya,46,2,7,5,2,MI,RCB,4.0,11.5
202520,1,Santner,40,0,6,3,2,MI,RCB,4.0,10.0
202520,1,Vignesh Puthur,10,1,1,0,1,MI,RCB,1.0,10.0
202520,1,Will Jacks,10,0,2,2,0,MI,RCB,1.0,10.0
202520,2,Bhuvneshwar,48,1,9,5,3,RCB,MI,4.0,12.0
202520,2,Hazlewood,37,2,12,3,3,RCB,MI,4.0,9.25
202520,2,Krunal Pandya,44,4,8,5,2,RCB,MI,4.0,11.0
202520,2,Suyash Sharma,33,0,10,4,1,RCB,MI,4.0,8.25
202520,2,Yash Dayal,46,2,8,4,3,RCB,MI,4.0,11.5
202521,1,Harshit Rana,52,2,4,4,4,KKR,LSG,4.0,13.0
202521,1,Narine,39,0,5,2,3,KKR,LSG,3.0,13.0
202521,1,Russell,32,1,4,3,3,KKR,LSG,2.0,16.0
202521,1,Spencer Johnson,46,0,3,6,2,KKR,LSG,3.0,15.333333333333334
202521,1,Vaibhav Arora,34,0,9,2,1,KKR,LSG,4.0,8.5
202521,1,Varun Chakaravarthy,34,0,7,1,2,KKR,LSG,4.0,8.5
202521,2,Akash Deep,55,2,9,6,3,LSG,KKR,4.0,13.75
202521,2,Avesh Khan,45,1,10,5,3,LSG,KKR,4.0,11.25
202521,2,Digvesh Rathi,35,1,6,4,0,LSG,KKR,4.0,8.75
202521,2,Ravi Bishnoi,47,1,8,6,2,LSG,KKR,4.0,11.75
202521,2,Thakur,47,2,9,6,2,LSG,KKR,4.0,11.75
202522,1,Ashwin,48,2,7,1,5,CSK,PBKS,4.0,12.0
202522,1,Jadeja,18,0,7,1,0,CSK,PBKS,3.0,6.0
202522,1,Khaleel Ahmed,47,2,8,3,3,CSK,PBKS,4.0,11.75
202522,1,Mukesh Choudhary,21,1,5,3,1,CSK,PBKS,2.0,10.5
202522,1,Noor Ahmad,33,1,3,2,2,CSK,PBKS,3.0,11.0
202522,1,Pathirana,52,0,4,1,5,CSK,PBKS,4.0,13.0
202522,2,Arshdeep Singh,39,0,6,5,1,PBKS,CSK,4.0,9.75
202522,2,Chahal,9,0,0,0,0,PBKS,CSK,1.0,9.0
202522,2,Ferguson,48,3,8,1,4,PBKS,CSK,4.1,11.52
202522,2,Marco Jansen,50,0,2,4,2,PBKS,CSK,4.0,12.5
202522,2,Maxwell,11,1,4,1,0,PBKS,CSK,2.0,5.5
202522,2,Stoinis,10,0,2,0,1,PBKS,CSK,1.0,10.0
202522,2,Yash Thakur,40,1,7,5,1,PBKS,CSK,4.0,10.0
202523,1,Fazalhaq Farooqi,38,0,8,5,1,RR,GT,4.0,9.5
202523,1,Jofra Archer,31,1,9,2,1,RR,GT,4.0,7.75
202523,1,Sandeep Sharma,41,1,6,3,2,RR,GT,4.0,10.25
202523,1,Theekshana,54,2,5,6,2,RR,GT,4.0,13.5
202523,1,Tushar Deshpande,53,2,7,4,3,RR,GT,4.0,13.25
202523,2,Arshad Khan,19,1,5,2,1,GT,RR,2.0,9.5
202523,2,Khejroliya,29,1,4,3,1,GT,RR,3.0,9.666666666666666
202523,2,Prasidh,24,3,12,2,1,GT,RR,4.0,6.0
202523,2,Rashid Khan,37,2,6,2,2,GT,RR,4.0,9.25
202523,2,Sai Kishore,20,2,3,0,1,GT,RR,2.2,8.571428571428571
202523,2,Siraj,29,1,15,2,2,GT,RR,4.0,7.25
202524,1,Axar,52,1,8,3,5,DC,RCB,4.0,13.0
202524,1,Kuldeep Yadav,17,2,11,1,0,DC,RCB,4.0,4.25
202524,1,Mitchell Starc,40,0,7,3,2,DC,RCB,3.0,13.333333333333334
202524,1,Mohit Sharma,10,1,5,1,0,DC,RCB,2.0,5.0
202524,1,Mukesh Kumar,25,1,10,1,2,DC,RCB,3.0,8.333333333333334
202524,1,Vipraj Nigam,18,2,12,0,1,DC,RCB,4.0,4.5
202524,2,Bhuvneshwar,26,2,12,4,0,RCB,DC,4.0,6.5
202524,2,Hazlewood,40,0,2,4,2,RCB,DC,3.0,13.333333333333334
202524,2,Krunal Pandya,19,0,1,1,1,RCB,DC,2.0,9.5
202524,2,Livingstone,14,0,0,1,1,RCB,DC,1.0,14.0
202524,2,Suyash Sharma,25,1,12,2,1,RCB,DC,4.0,6.25
202524,2,Yash Dayal,45,1,5,3,2,RCB,DC,3.5,11.739130434782608
202525,1,Harshit Rana,16,2,17,2,0,KKR,CSK,4.0,4.0
202525,1,Moeen Ali,20,1,11,0,1,KKR,CSK,4.0,5.0
202525,1,Narine,14,3,11,0,0,KKR,CSK,4.0,3.5
202525,1,Vaibhav Arora,31,1,10,4,0,KKR,CSK,4.0,7.75
202525,1,Varun Chakaravarthy,22,2,11,2,0,KKR,CSK,4.0,5.5
202525,2,Anshul Kamboj,19,1,4,1,1,CSK,KKR,2.0,9.5
202525,2,Ashwin,31,0,6,1,3,CSK,KKR,3.0,10.333333333333334
202525,2,Jadeja,9,0,0,0,1,CSK,KKR,0.1,54.0
202525,2,Khaleel Ahmed,40,0,8,1,5,CSK,KKR,3.0,13.333333333333334
202525,2,Noor Ahmad,8,1,7,1,0,CSK,KKR,2.0,4.0
202526,1,Akash Deep,33,0,4,5,0,LSG,GT,3.0,11.0
202526,1,Avesh Khan,32,1,6,3,1,LSG,GT,4.0,8.0
202526,1,Digvesh Rathi,30,1,5,3,0,LSG,GT,4.0,7.5
202526,1,Markram,15,0,0,1,1,LSG,GT,1.0,15.0
202526,1,Ravi Bishnoi,36,2,6,3,0,LSG,GT,4.0,9.0
202526,1,Thakur,34,2,9,3,1,LSG,GT,4.0,8.5
202526,2,Arshad Khan,11,0,7,2,0,GT,LSG,2.0,5.5
